In,a,splendid,chamber,of,the
as,I,looked,out,upon,the
I,looked,out,upon,the,parties
looked,out,upon,the,parties,of
out,upon,the,parties,of,citizens
upon,the,parties,of,citizens,who
the,parties,of,citizens,who,perpetually
parties,of,citizens,who,perpetually,crossed
of,citizens,who,perpetually,crossed,our
citizens,who,perpetually,crossed,our,path
who,perpetually,crossed,our,path,and
perpetually,crossed,our,path,and,looked
crossed,our,path,and,looked,at
our,path,and,looked,at,you
path,and,looked,at,you,and
and,looked,at,you,and,your
looked,at,you,and,your,four
at,you,and,your,four,men
you,and,your,four,men,with
and,your,four,men,with,fiery
your,four,men,with,fiery,eyes
four,men,with,fiery,eyes,Speak
men,with,fiery,eyes,Speak,out
with,fiery,eyes,Speak,out,answered
fiery,eyes,Speak,out,answered,DArtagnan
I,had,only,to,cry,out
had,only,to,cry,out,Help
only,to,cry,out,Help,for
to,cry,out,Help,for,you
cry,out,Help,for,you,and
out,Help,for,you,and,for
Help,for,you,and,for,your
for,you,and,for,your,companions
you,and,for,your,companions,to
and,for,your,companions,to,be
for,your,companions,to,be,cut
your,companions,to,be,cut,to
companions,to,be,cut,to,pieces
to,be,cut,to,pieces,and
be,cut,to,pieces,and,then
cut,to,pieces,and,then,I
to,pieces,and,then,I,should
pieces,and,then,I,should,have
and,then,I,should,have,been
then,I,should,have,been,free
I,should,have,been,free,Why
should,have,been,free,Why,didnt
have,been,free,Why,didnt,you
been,free,Why,didnt,you,do
free,Why,didnt,you,do,it
Why,didnt,you,do,it,asked
didnt,you,do,it,asked,the
you,do,it,asked,the,lieutenant
had,any,one,but,you,been
any,one,but,you,been,there
one,but,you,been,there,I
but,you,been,there,I,dont
you,been,there,I,dont,say
been,there,I,dont,say,DArtagnan
there,I,dont,say,DArtagnan,bowed
Is,it,possible,that,Rochefort,has
it,possible,that,Rochefort,has,become
possible,that,Rochefort,has,become,a
that,Rochefort,has,become,a,better
Rochefort,has,become,a,better,man
has,become,a,better,man,than
become,a,better,man,than,I
a,better,man,than,I,am
better,man,than,I,am,he
man,than,I,am,he,said
than,I,am,he,said,to
I,am,he,said,to,himself
And,he,caused,himself,to,be
he,caused,himself,to,be,announced
caused,himself,to,be,announced,to
himself,to,be,announced,to,the
to,be,announced,to,the,minister
Let,M,de,Rochefort,enter,said
M,de,Rochefort,enter,said,Mazarin
de,Rochefort,enter,said,Mazarin,eagerly
Rochefort,enter,said,Mazarin,eagerly,on
enter,said,Mazarin,eagerly,on,hearing
said,Mazarin,eagerly,on,hearing,their
Mazarin,eagerly,on,hearing,their,names
eagerly,on,hearing,their,names,pronounced
on,hearing,their,names,pronounced,and
hearing,their,names,pronounced,and,beg
their,names,pronounced,and,beg,M
names,pronounced,and,beg,M,dArtagnan
pronounced,and,beg,M,dArtagnan,to
and,beg,M,dArtagnan,to,wait
beg,M,dArtagnan,to,wait,I
M,dArtagnan,to,wait,I,shall
dArtagnan,to,wait,I,shall,have
to,wait,I,shall,have,further
wait,I,shall,have,further,need
I,shall,have,further,need,of
shall,have,further,need,of,him
have,further,need,of,him,These
further,need,of,him,These,words
need,of,him,These,words,gave
of,him,These,words,gave,great
him,These,words,gave,great,joy
These,words,gave,great,joy,to
words,gave,great,joy,to,DArtagnan
As,he,had,said,it,had
he,had,said,it,had,been
had,said,it,had,been,a
said,it,had,been,a,long
it,had,been,a,long,time
had,been,a,long,time,since
been,a,long,time,since,any
a,long,time,since,any,one
long,time,since,any,one,had
time,since,any,one,had,needed
since,any,one,had,needed,him
any,one,had,needed,him,and
one,had,needed,him,and,that
had,needed,him,and,that,demand
needed,him,and,that,demand,for
him,and,that,demand,for,his
and,that,demand,for,his,services
that,demand,for,his,services,on
demand,for,his,services,on,the
for,his,services,on,the,part
his,services,on,the,part,of
services,on,the,part,of,Mazarin
on,the,part,of,Mazarin,seemed
the,part,of,Mazarin,seemed,to
part,of,Mazarin,seemed,to,him
of,Mazarin,seemed,to,him,an
Mazarin,seemed,to,him,an,auspicious
seemed,to,him,an,auspicious,sign
Rochefort,rendered,suspicious,and,cautious,by
rendered,suspicious,and,cautious,by,these
suspicious,and,cautious,by,these,words
and,cautious,by,these,words,entered
cautious,by,these,words,entered,the
by,these,words,entered,the,apartment
these,words,entered,the,apartment,where
words,entered,the,apartment,where,he
entered,the,apartment,where,he,found
the,apartment,where,he,found,Mazarin
apartment,where,he,found,Mazarin,sitting
where,he,found,Mazarin,sitting,at
he,found,Mazarin,sitting,at,the
found,Mazarin,sitting,at,the,table
Mazarin,sitting,at,the,table,dressed
sitting,at,the,table,dressed,in
at,the,table,dressed,in,his
the,table,dressed,in,his,ordinary
table,dressed,in,his,ordinary,garb
dressed,in,his,ordinary,garb,and
in,his,ordinary,garb,and,as
his,ordinary,garb,and,as,one
ordinary,garb,and,as,one,of
garb,and,as,one,of,the
and,as,one,of,the,prelates
as,one,of,the,prelates,of
one,of,the,prelates,of,the
of,the,prelates,of,the,Church
the,prelates,of,the,Church,his
prelates,of,the,Church,his,costume
of,the,Church,his,costume,being
the,Church,his,costume,being,similar
Church,his,costume,being,similar,to
his,costume,being,similar,to,that
costume,being,similar,to,that,of
being,similar,to,that,of,the
similar,to,that,of,the,abbés
to,that,of,the,abbés,in
that,of,the,abbés,in,that
of,the,abbés,in,that,day
the,abbés,in,that,day,excepting
abbés,in,that,day,excepting,that
in,that,day,excepting,that,his
that,day,excepting,that,his,scarf
day,excepting,that,his,scarf,and
excepting,that,his,scarf,and,stockings
that,his,scarf,and,stockings,were
his,scarf,and,stockings,were,violet
As,the,door,was,closed,Rochefort
the,door,was,closed,Rochefort,cast
door,was,closed,Rochefort,cast,a
was,closed,Rochefort,cast,a,glance
closed,Rochefort,cast,a,glance,toward
Rochefort,cast,a,glance,toward,Mazarin
cast,a,glance,toward,Mazarin,which
a,glance,toward,Mazarin,which,was
glance,toward,Mazarin,which,was,answered
toward,Mazarin,which,was,answered,by
Mazarin,which,was,answered,by,one
which,was,answered,by,one,equally
was,answered,by,one,equally,furtive
answered,by,one,equally,furtive,from
by,one,equally,furtive,from,the
one,equally,furtive,from,the,minister
There,was,little,change,in,the
was,little,change,in,the,cardinal
little,change,in,the,cardinal,still
change,in,the,cardinal,still,dressed
in,the,cardinal,still,dressed,with
the,cardinal,still,dressed,with,sedulous
cardinal,still,dressed,with,sedulous,care
still,dressed,with,sedulous,care,his
dressed,with,sedulous,care,his,hair
with,sedulous,care,his,hair,well
sedulous,care,his,hair,well,arranged
care,his,hair,well,arranged,and
his,hair,well,arranged,and,curled
hair,well,arranged,and,curled,his
well,arranged,and,curled,his,person
arranged,and,curled,his,person,perfumed
and,curled,his,person,perfumed,he
curled,his,person,perfumed,he,looked
his,person,perfumed,he,looked,owing
person,perfumed,he,looked,owing,to
perfumed,he,looked,owing,to,his
he,looked,owing,to,his,extreme
looked,owing,to,his,extreme,taste
owing,to,his,extreme,taste,in
to,his,extreme,taste,in,dress
his,extreme,taste,in,dress,only
extreme,taste,in,dress,only,half
taste,in,dress,only,half,his
in,dress,only,half,his,age
But,Rochefort,who,had,passed,five
Rochefort,who,had,passed,five,years
who,had,passed,five,years,in
had,passed,five,years,in,prison
passed,five,years,in,prison,had
five,years,in,prison,had,become
years,in,prison,had,become,old
in,prison,had,become,old,in
prison,had,become,old,in,the
had,become,old,in,the,lapse
become,old,in,the,lapse,of
old,in,the,lapse,of,a
in,the,lapse,of,a,few
the,lapse,of,a,few,years
lapse,of,a,few,years,the
of,a,few,years,the,dark
a,few,years,the,dark,locks
few,years,the,dark,locks,of
years,the,dark,locks,of,this
the,dark,locks,of,this,estimable
dark,locks,of,this,estimable,friend
locks,of,this,estimable,friend,of
of,this,estimable,friend,of,the
this,estimable,friend,of,the,defunct
estimable,friend,of,the,defunct,Cardinal
friend,of,the,defunct,Cardinal,Richelieu
of,the,defunct,Cardinal,Richelieu,were
the,defunct,Cardinal,Richelieu,were,now
defunct,Cardinal,Richelieu,were,now,white
Cardinal,Richelieu,were,now,white,the
Richelieu,were,now,white,the,deep
were,now,white,the,deep,bronze
now,white,the,deep,bronze,of
white,the,deep,bronze,of,his
the,deep,bronze,of,his,complexion
deep,bronze,of,his,complexion,had
bronze,of,his,complexion,had,been
of,his,complexion,had,been,succeeded
his,complexion,had,been,succeeded,by
complexion,had,been,succeeded,by,a
had,been,succeeded,by,a,mortal
been,succeeded,by,a,mortal,pallor
succeeded,by,a,mortal,pallor,which
by,a,mortal,pallor,which,betokened
a,mortal,pallor,which,betokened,debility
As,he,gazed,at,him,Mazarin
he,gazed,at,him,Mazarin,shook
gazed,at,him,Mazarin,shook,his
at,him,Mazarin,shook,his,head
him,Mazarin,shook,his,head,slightly
Mazarin,shook,his,head,slightly,as
shook,his,head,slightly,as,much
his,head,slightly,as,much,as
head,slightly,as,much,as,to
slightly,as,much,as,to,say
as,much,as,to,say,This
much,as,to,say,This,is
as,to,say,This,is,a
to,say,This,is,a,man
say,This,is,a,man,who
This,is,a,man,who,does
is,a,man,who,does,not
a,man,who,does,not,appear
man,who,does,not,appear,to
who,does,not,appear,to,me
does,not,appear,to,me,fit
not,appear,to,me,fit,for
appear,to,me,fit,for,much
to,me,fit,for,much,After
me,fit,for,much,After,a
fit,for,much,After,a,pause
for,much,After,a,pause,which
much,After,a,pause,which,appeared
After,a,pause,which,appeared,an
a,pause,which,appeared,an,age
pause,which,appeared,an,age,to
which,appeared,an,age,to,Rochefort
appeared,an,age,to,Rochefort,Mazarin
an,age,to,Rochefort,Mazarin,took
age,to,Rochefort,Mazarin,took,from
to,Rochefort,Mazarin,took,from,a
Rochefort,Mazarin,took,from,a,bundle
Mazarin,took,from,a,bundle,of
took,from,a,bundle,of,papers
from,a,bundle,of,papers,a
a,bundle,of,papers,a,letter
bundle,of,papers,a,letter,and
of,papers,a,letter,and,showing
papers,a,letter,and,showing,it
a,letter,and,showing,it,to
letter,and,showing,it,to,the
and,showing,it,to,the,count
showing,it,to,the,count,he
it,to,the,count,he,said
to,the,count,he,said,I
the,count,he,said,I,find
count,he,said,I,find,here
he,said,I,find,here,a
said,I,find,here,a,letter
I,find,here,a,letter,in
find,here,a,letter,in,which
here,a,letter,in,which,you
a,letter,in,which,you,sue
letter,in,which,you,sue,for
in,which,you,sue,for,liberty
which,you,sue,for,liberty,Monsieur
you,sue,for,liberty,Monsieur,de
sue,for,liberty,Monsieur,de,Rochefort
You,are,in,prison,then,Rochefort
are,in,prison,then,Rochefort,trembled
in,prison,then,Rochefort,trembled,in
prison,then,Rochefort,trembled,in,every
then,Rochefort,trembled,in,every,limb
Rochefort,trembled,in,every,limb,at
trembled,in,every,limb,at,this
in,every,limb,at,this,question
But,I,thought,he,said,that
I,thought,he,said,that,your
thought,he,said,that,your,eminence
he,said,that,your,eminence,knew
said,that,your,eminence,knew,that
that,your,eminence,knew,that,circumstance
your,eminence,knew,that,circumstance,better
eminence,knew,that,circumstance,better,than
knew,that,circumstance,better,than,any
that,circumstance,better,than,any,one
circumstance,better,than,any,one,I
There,is,a,congestion,of,prisoners
is,a,congestion,of,prisoners,in
a,congestion,of,prisoners,in,the
congestion,of,prisoners,in,the,Bastile
of,prisoners,in,the,Bastile,who
prisoners,in,the,Bastile,who,were
in,the,Bastile,who,were,cooped
the,Bastile,who,were,cooped,up
Bastile,who,were,cooped,up,in
who,were,cooped,up,in,the
were,cooped,up,in,the,time
cooped,up,in,the,time,of
up,in,the,time,of,Monsieur
in,the,time,of,Monsieur,de
the,time,of,Monsieur,de,Richelieu
time,of,Monsieur,de,Richelieu,I
of,Monsieur,de,Richelieu,I,dont
Monsieur,de,Richelieu,I,dont,even
de,Richelieu,I,dont,even,know
Richelieu,I,dont,even,know,their
I,dont,even,know,their,names
dont,even,know,their,names,Yes
even,know,their,names,Yes,but
know,their,names,Yes,but,in
their,names,Yes,but,in,regard
names,Yes,but,in,regard,to
Yes,but,in,regard,to,myself
but,in,regard,to,myself,my
in,regard,to,myself,my,lord
regard,to,myself,my,lord,it
to,myself,my,lord,it,cannot
myself,my,lord,it,cannot,be
my,lord,it,cannot,be,so
lord,it,cannot,be,so,for
it,cannot,be,so,for,I
cannot,be,so,for,I,was
be,so,for,I,was,removed
so,for,I,was,removed,from
for,I,was,removed,from,the
I,was,removed,from,the,Chatelet
was,removed,from,the,Chatelet,to
removed,from,the,Chatelet,to,the
from,the,Chatelet,to,the,Bastile
the,Chatelet,to,the,Bastile,owing
Chatelet,to,the,Bastile,owing,to
to,the,Bastile,owing,to,an
the,Bastile,owing,to,an,order
Bastile,owing,to,an,order,from
owing,to,an,order,from,your
to,an,order,from,your,eminence
an,order,from,your,eminence,You
order,from,your,eminence,You,think
from,your,eminence,You,think,you
your,eminence,You,think,you,were
eminence,You,think,you,were,I
You,think,you,were,I,am
think,you,were,I,am,certain
you,were,I,am,certain,of
were,I,am,certain,of,it
I,am,certain,of,it,Ah
am,certain,of,it,Ah,stay
Did,you,not,once,refuse,to
you,not,once,refuse,to,undertake
not,once,refuse,to,undertake,a
once,refuse,to,undertake,a,journey
refuse,to,undertake,a,journey,to
to,undertake,a,journey,to,Brussels
undertake,a,journey,to,Brussels,for
a,journey,to,Brussels,for,the
journey,to,Brussels,for,the,queen
to,Brussels,for,the,queen,Ah
Idiot,that,I,am,though,I
that,I,am,though,I,have
I,am,though,I,have,been
am,though,I,have,been,trying
though,I,have,been,trying,to
I,have,been,trying,to,find
have,been,trying,to,find,it
been,trying,to,find,it,out
trying,to,find,it,out,for
to,find,it,out,for,five
find,it,out,for,five,years
it,out,for,five,years,I
out,for,five,years,I,never
for,five,years,I,never,found
five,years,I,never,found,it
years,I,never,found,it,out
I,never,found,it,out,But
never,found,it,out,But,I
found,it,out,But,I,do
it,out,But,I,do,not
out,But,I,do,not,say
But,I,do,not,say,it
I,do,not,say,it,was
do,not,say,it,was,the
not,say,it,was,the,cause
say,it,was,the,cause,of
it,was,the,cause,of,your
was,the,cause,of,your,imprisonment
I,merely,ask,you,did,you
merely,ask,you,did,you,not
ask,you,did,you,not,refuse
you,did,you,not,refuse,to
did,you,not,refuse,to,go
you,not,refuse,to,go,to
not,refuse,to,go,to,Brussels
refuse,to,go,to,Brussels,for
to,go,to,Brussels,for,the
go,to,Brussels,for,the,queen
to,Brussels,for,the,queen,whilst
Brussels,for,the,queen,whilst,you
for,the,queen,whilst,you,had
the,queen,whilst,you,had,consented
queen,whilst,you,had,consented,to
whilst,you,had,consented,to,go
you,had,consented,to,go,there
had,consented,to,go,there,to
consented,to,go,there,to,do
to,go,there,to,do,some
go,there,to,do,some,service
there,to,do,some,service,for
to,do,some,service,for,the
do,some,service,for,the,late
some,service,for,the,late,cardinal
service,for,the,late,cardinal,That
for,the,late,cardinal,That,is
the,late,cardinal,That,is,the
late,cardinal,That,is,the,very
cardinal,That,is,the,very,reason
That,is,the,very,reason,I
is,the,very,reason,I,refused
the,very,reason,I,refused,to
very,reason,I,refused,to,go
reason,I,refused,to,go,back
I,refused,to,go,back,to
refused,to,go,back,to,Brussels
I,was,there,at,a,fearful
was,there,at,a,fearful,moment
I,was,sent,there,to,intercept
was,sent,there,to,intercept,a
sent,there,to,intercept,a,correspondence
there,to,intercept,a,correspondence,between
to,intercept,a,correspondence,between,Chalais
intercept,a,correspondence,between,Chalais,and
a,correspondence,between,Chalais,and,the
correspondence,between,Chalais,and,the,archduke
between,Chalais,and,the,archduke,and
Chalais,and,the,archduke,and,even
and,the,archduke,and,even,then
the,archduke,and,even,then,when
archduke,and,even,then,when,I
and,even,then,when,I,was
even,then,when,I,was,discovered
then,when,I,was,discovered,I
when,I,was,discovered,I,was
I,was,discovered,I,was,nearly
was,discovered,I,was,nearly,torn
discovered,I,was,nearly,torn,to
I,was,nearly,torn,to,pieces
How,could,I,then,return,to
could,I,then,return,to,Brussels
I,should,injure,the,queen,instead
should,injure,the,queen,instead,of
injure,the,queen,instead,of,serving
the,queen,instead,of,serving,her
queen,instead,of,serving,her,Well
instead,of,serving,her,Well,since
of,serving,her,Well,since,the
serving,her,Well,since,the,best
her,Well,since,the,best,motives
Well,since,the,best,motives,are
since,the,best,motives,are,liable
the,best,motives,are,liable,to
best,motives,are,liable,to,misconstruction
motives,are,liable,to,misconstruction,the
are,liable,to,misconstruction,the,queen
liable,to,misconstruction,the,queen,saw
to,misconstruction,the,queen,saw,in
misconstruction,the,queen,saw,in,your
the,queen,saw,in,your,refusal
queen,saw,in,your,refusal,nothing
saw,in,your,refusal,nothing,but
in,your,refusal,nothing,but,a
your,refusal,nothing,but,a,refusala
refusal,nothing,but,a,refusala,distinct
nothing,but,a,refusala,distinct,refusal
but,a,refusala,distinct,refusal,she
a,refusala,distinct,refusal,she,had
refusala,distinct,refusal,she,had,also
distinct,refusal,she,had,also,much
refusal,she,had,also,much,to
she,had,also,much,to,complain
had,also,much,to,complain,of
also,much,to,complain,of,you
much,to,complain,of,you,during
to,complain,of,you,during,the
complain,of,you,during,the,lifetime
of,you,during,the,lifetime,of
you,during,the,lifetime,of,the
during,the,lifetime,of,the,late
the,lifetime,of,the,late,cardinal
lifetime,of,the,late,cardinal,yes
of,the,late,cardinal,yes,her
the,late,cardinal,yes,her,majesty
late,cardinal,yes,her,majesty,the
cardinal,yes,her,majesty,the,queen
yes,her,majesty,the,queen,Rochefort
her,majesty,the,queen,Rochefort,smiled
majesty,the,queen,Rochefort,smiled,contemptuously
Since,I,was,a,faithful,servant
I,was,a,faithful,servant,my
was,a,faithful,servant,my,lord
a,faithful,servant,my,lord,to
faithful,servant,my,lord,to,Cardinal
servant,my,lord,to,Cardinal,Richelieu
my,lord,to,Cardinal,Richelieu,during
lord,to,Cardinal,Richelieu,during,his
to,Cardinal,Richelieu,during,his,life
Cardinal,Richelieu,during,his,life,it
Richelieu,during,his,life,it,stands
during,his,life,it,stands,to
his,life,it,stands,to,reason
life,it,stands,to,reason,that
it,stands,to,reason,that,now
stands,to,reason,that,now,after
to,reason,that,now,after,his
reason,that,now,after,his,death
that,now,after,his,death,I
now,after,his,death,I,should
after,his,death,I,should,serve
his,death,I,should,serve,you
death,I,should,serve,you,well
I,should,serve,you,well,in
should,serve,you,well,in,defiance
serve,you,well,in,defiance,of
you,well,in,defiance,of,the
well,in,defiance,of,the,whole
in,defiance,of,the,whole,world
defiance,of,the,whole,world,With
of,the,whole,world,With,regard
the,whole,world,With,regard,to
whole,world,With,regard,to,myself
world,With,regard,to,myself,Monsieur
With,regard,to,myself,Monsieur,de
regard,to,myself,Monsieur,de,Rochefort
to,myself,Monsieur,de,Rochefort,replied
myself,Monsieur,de,Rochefort,replied,Mazarin
Monsieur,de,Rochefort,replied,Mazarin,I
de,Rochefort,replied,Mazarin,I,am
Rochefort,replied,Mazarin,I,am,not
replied,Mazarin,I,am,not,like
Mazarin,I,am,not,like,Monsieur
I,am,not,like,Monsieur,de
am,not,like,Monsieur,de,Richelieu
not,like,Monsieur,de,Richelieu,allpowerful
I,am,but,a,minister,who
am,but,a,minister,who,wants
but,a,minister,who,wants,no
a,minister,who,wants,no,servants
minister,who,wants,no,servants,being
who,wants,no,servants,being,myself
wants,no,servants,being,myself,nothing
no,servants,being,myself,nothing,but
servants,being,myself,nothing,but,a
being,myself,nothing,but,a,servant
myself,nothing,but,a,servant,of
nothing,but,a,servant,of,the
but,a,servant,of,the,queens
Now,the,queen,is,of,a
the,queen,is,of,a,sensitive
queen,is,of,a,sensitive,nature
Hearing,of,your,refusal,to,obey
of,your,refusal,to,obey,her
your,refusal,to,obey,her,she
refusal,to,obey,her,she,looked
to,obey,her,she,looked,upon
obey,her,she,looked,upon,it
her,she,looked,upon,it,as
she,looked,upon,it,as,a
looked,upon,it,as,a,declaration
upon,it,as,a,declaration,of
it,as,a,declaration,of,war
as,a,declaration,of,war,and
a,declaration,of,war,and,as
declaration,of,war,and,as,she
of,war,and,as,she,considers
war,and,as,she,considers,you
and,as,she,considers,you,a
as,she,considers,you,a,man
she,considers,you,a,man,of
considers,you,a,man,of,superior
you,a,man,of,superior,talent
a,man,of,superior,talent,and
man,of,superior,talent,and,consequently
of,superior,talent,and,consequently,dangerous
superior,talent,and,consequently,dangerous,she
talent,and,consequently,dangerous,she,desired
and,consequently,dangerous,she,desired,me
consequently,dangerous,she,desired,me,to
dangerous,she,desired,me,to,make
she,desired,me,to,make,sure
desired,me,to,make,sure,of
me,to,make,sure,of,you
to,make,sure,of,you,that
make,sure,of,you,that,is
sure,of,you,that,is,the
of,you,that,is,the,reason
you,that,is,the,reason,of
that,is,the,reason,of,your
is,the,reason,of,your,being
the,reason,of,your,being,shut
reason,of,your,being,shut,up
of,your,being,shut,up,in
your,being,shut,up,in,the
being,shut,up,in,the,Bastile
But,your,release,can,be,managed
You,are,one,of,those,men
are,one,of,those,men,who
one,of,those,men,who,can
of,those,men,who,can,comprehend
those,men,who,can,comprehend,certain
men,who,can,comprehend,certain,matters
who,can,comprehend,certain,matters,and
can,comprehend,certain,matters,and,having
comprehend,certain,matters,and,having,understood
certain,matters,and,having,understood,them
matters,and,having,understood,them,can
and,having,understood,them,can,act
having,understood,them,can,act,with
understood,them,can,act,with,energy
them,can,act,with,energy,Such
can,act,with,energy,Such,was
act,with,energy,Such,was,Cardinal
with,energy,Such,was,Cardinal,Richelieus
energy,Such,was,Cardinal,Richelieus,opinion
Such,was,Cardinal,Richelieus,opinion,my
was,Cardinal,Richelieus,opinion,my,lord
Cardinal,Richelieus,opinion,my,lord,The
Richelieus,opinion,my,lord,The,cardinal
opinion,my,lord,The,cardinal,interrupted
my,lord,The,cardinal,interrupted,Mazarin
lord,The,cardinal,interrupted,Mazarin,was
The,cardinal,interrupted,Mazarin,was,a
cardinal,interrupted,Mazarin,was,a,great
interrupted,Mazarin,was,a,great,politician
Mazarin,was,a,great,politician,and
was,a,great,politician,and,therein
a,great,politician,and,therein,shone
great,politician,and,therein,shone,his
politician,and,therein,shone,his,vast
and,therein,shone,his,vast,superiority
therein,shone,his,vast,superiority,over
shone,his,vast,superiority,over,me
I,am,a,straightforward,simple,man
am,a,straightforward,simple,man,thats
a,straightforward,simple,man,thats,my
straightforward,simple,man,thats,my,great
simple,man,thats,my,great,disadvantage
I,am,of,a,frankness,of
am,of,a,frankness,of,character
of,a,frankness,of,character,quite
a,frankness,of,character,quite,French
frankness,of,character,quite,French,Rochefort
of,character,quite,French,Rochefort,bit
character,quite,French,Rochefort,bit,his
quite,French,Rochefort,bit,his,lips
French,Rochefort,bit,his,lips,in
Rochefort,bit,his,lips,in,order
bit,his,lips,in,order,to
his,lips,in,order,to,prevent
lips,in,order,to,prevent,a
in,order,to,prevent,a,smile
I,want,friends,I,want,faithful
want,friends,I,want,faithful,servants
When,I,say,I,want,I
I,say,I,want,I,mean
say,I,want,I,mean,the
I,want,I,mean,the,queen
want,I,mean,the,queen,wants
I,mean,the,queen,wants,them
I,do,nothing,without,her,commandspray
do,nothing,without,her,commandspray,understand
nothing,without,her,commandspray,understand,that
without,her,commandspray,understand,that,not
her,commandspray,understand,that,not,like
commandspray,understand,that,not,like,Monsieur
understand,that,not,like,Monsieur,de
that,not,like,Monsieur,de,Richelieu
not,like,Monsieur,de,Richelieu,who
like,Monsieur,de,Richelieu,who,went
Monsieur,de,Richelieu,who,went,on
de,Richelieu,who,went,on,just
Richelieu,who,went,on,just,as
who,went,on,just,as,he
went,on,just,as,he,pleased
So,I,shall,never,be,a
I,shall,never,be,a,great
shall,never,be,a,great,man
never,be,a,great,man,as
be,a,great,man,as,he
a,great,man,as,he,was
great,man,as,he,was,but
man,as,he,was,but,to
as,he,was,but,to,compensate
he,was,but,to,compensate,for
was,but,to,compensate,for,that
but,to,compensate,for,that,I
to,compensate,for,that,I,shall
compensate,for,that,I,shall,be
for,that,I,shall,be,a
that,I,shall,be,a,good
I,shall,be,a,good,man
shall,be,a,good,man,Monsieur
be,a,good,man,Monsieur,de
a,good,man,Monsieur,de,Rochefort
good,man,Monsieur,de,Rochefort,and
man,Monsieur,de,Rochefort,and,I
Monsieur,de,Rochefort,and,I,hope
de,Rochefort,and,I,hope,to
Rochefort,and,I,hope,to,prove
and,I,hope,to,prove,it
I,hope,to,prove,it,to
hope,to,prove,it,to,you
to,prove,it,to,you,Rochefort
prove,it,to,you,Rochefort,knew
it,to,you,Rochefort,knew,well
to,you,Rochefort,knew,well,the
you,Rochefort,knew,well,the,tones
Rochefort,knew,well,the,tones,of
knew,well,the,tones,of,that
well,the,tones,of,that,soft
the,tones,of,that,soft,voice
tones,of,that,soft,voice,in
of,that,soft,voice,in,which
that,soft,voice,in,which,sounded
soft,voice,in,which,sounded,sometimes
voice,in,which,sounded,sometimes,a
in,which,sounded,sometimes,a,sort
which,sounded,sometimes,a,sort,of
sounded,sometimes,a,sort,of,gentle
sometimes,a,sort,of,gentle,lisp
a,sort,of,gentle,lisp,like
sort,of,gentle,lisp,like,the
of,gentle,lisp,like,the,hissing
gentle,lisp,like,the,hissing,of
lisp,like,the,hissing,of,young
like,the,hissing,of,young,vipers
I,am,disposed,to,believe,your
am,disposed,to,believe,your,eminence
disposed,to,believe,your,eminence,he
to,believe,your,eminence,he,replied
believe,your,eminence,he,replied,though
your,eminence,he,replied,though,I
eminence,he,replied,though,I,have
he,replied,though,I,have,had
replied,though,I,have,had,but
though,I,have,had,but,little
I,have,had,but,little,evidence
have,had,but,little,evidence,of
had,but,little,evidence,of,that
but,little,evidence,of,that,goodnature
little,evidence,of,that,goodnature,of
evidence,of,that,goodnature,of,which
of,that,goodnature,of,which,your
that,goodnature,of,which,your,eminence
goodnature,of,which,your,eminence,speaks
Do,not,forget,that,I,have
not,forget,that,I,have,been
forget,that,I,have,been,five
that,I,have,been,five,years
I,have,been,five,years,in
have,been,five,years,in,the
been,five,years,in,the,Bastile
five,years,in,the,Bastile,and
years,in,the,Bastile,and,that
in,the,Bastile,and,that,no
the,Bastile,and,that,no,medium
Bastile,and,that,no,medium,of
and,that,no,medium,of,viewing
that,no,medium,of,viewing,things
no,medium,of,viewing,things,is
medium,of,viewing,things,is,so
of,viewing,things,is,so,deceptive
viewing,things,is,so,deceptive,as
things,is,so,deceptive,as,the
is,so,deceptive,as,the,grating
so,deceptive,as,the,grating,of
deceptive,as,the,grating,of,a
as,the,grating,of,a,prison
the,grating,of,a,prison,Ah
grating,of,a,prison,Ah,Monsieur
of,a,prison,Ah,Monsieur,de
a,prison,Ah,Monsieur,de,Rochefort
have,I,not,told,you,already
I,not,told,you,already,that
not,told,you,already,that,I
told,you,already,that,I,had
you,already,that,I,had,nothing
already,that,I,had,nothing,to
that,I,had,nothing,to,do
I,had,nothing,to,do,with
had,nothing,to,do,with,that
The,queencannot,you,make,allowances,for
queencannot,you,make,allowances,for,the
you,make,allowances,for,the,pettishness
make,allowances,for,the,pettishness,of
allowances,for,the,pettishness,of,a
for,the,pettishness,of,a,queen
the,pettishness,of,a,queen,and
pettishness,of,a,queen,and,a
of,a,queen,and,a,princess
But,that,has,passed,away,as
that,has,passed,away,as,suddenly
has,passed,away,as,suddenly,as
passed,away,as,suddenly,as,it
away,as,suddenly,as,it,came
as,suddenly,as,it,came,and
suddenly,as,it,came,and,is
as,it,came,and,is,forgotten
it,came,and,is,forgotten,I
came,and,is,forgotten,I,can
and,is,forgotten,I,can,easily
is,forgotten,I,can,easily,suppose
forgotten,I,can,easily,suppose,sir
I,can,easily,suppose,sir,that
can,easily,suppose,sir,that,her
easily,suppose,sir,that,her,majesty
suppose,sir,that,her,majesty,has
sir,that,her,majesty,has,forgotten
that,her,majesty,has,forgotten,it
her,majesty,has,forgotten,it,amid
majesty,has,forgotten,it,amid,the
has,forgotten,it,amid,the,fetes
forgotten,it,amid,the,fetes,and
it,amid,the,fetes,and,the
amid,the,fetes,and,the,courtiers
the,fetes,and,the,courtiers,of
fetes,and,the,courtiers,of,the
